Date,Open,High,Low,Close,Adj Close,Volume
2021-01-26,137.43292236328125,139.5409698486328,128.8664093017578,134.75526428222656,134.75526428222656,5897389103
2021-01-27,134.75144958496094,134.86264038085938,118.78751373291016,122.94947052001953,122.94947052001953,6281091792
2021-01-28,122.94125366210938,135.79153442382812,121.5363540649414,133.4869384765625,133.4869384765625,5828235786
2021-01-29,138.21852111816406,144.95843505859375,132.16175842285156,135.0125732421875,135.0125732421875,8878892082
2021-01-30,134.99925231933594,135.9033966064453,128.91656494140625,133.4000244140625,133.4000244140625,6332391807
2021-01-31,133.41802978515625,134.70370483398438,126.25299072265625,129.57081604003906,129.57081604003906,4539387378
2021-02-01,129.57460021972656,136.13021850585938,126.35044860839844,131.95193481445312,131.95193481445312,5607159828
2021-02-02,131.95291137695312,145.5329132080078,131.95291137695312,142.50697326660156,142.50697326660156,7552216052
2021-02-03,142.4767303466797,155.89230346679688,142.16775512695312,155.61203002929688,155.61203002929688,8586975076
2021-02-04,155.65647888183594,158.08877563476562,142.41409301757812,145.148193359375,145.148193359375,7811659280
2021-02-05,145.150634765625,156.53530883789062,144.31817626953125,154.8522186279297,154.8522186279297,7359451680
2021-02-06,154.8540802001953,163.43093872070312,150.5127716064453,155.71473693847656,155.71473693847656,8323878876
2021-02-07,155.66954040527344,157.12864685058594,145.66253662109375,151.14007568359375,151.14007568359375,6884924123
2021-02-08,151.10751342773438,168.2659454345703,148.1227264404297,167.21905517578125,167.21905517578125,8863883926
2021-02-09,167.2139892578125,183.6444854736328,164.6878204345703,182.11447143554688,182.11447143554688,10156352233
2021-02-10,181.98745727539062,194.1829833984375,172.2554473876953,182.1743927001953,182.1743927001953,12820808289
2021-02-11,182.062744140625,192.5048828125,176.55453491210938,184.49600219726562,184.49600219726562,9278994121
2021-02-12,184.38714599609375,199.4168701171875,178.12335205078125,197.23170471191406,197.23170471191406,10839370443
2021-02-13,197.2343292236328,228.38446044921875,192.91964721679688,226.22760009765625,226.22760009765625,16565513036
2021-02-14,226.28587341308594,229.2051544189453,210.10166931152344,214.43026733398438,214.43026733398438,12902511399
2021-02-15,214.3249969482422,219.6385040283203,192.12124633789062,207.68101501464844,207.68101501464844,13482646966
2021-02-16,207.61044311523438,221.0515899658203,201.29598999023438,210.54656982421875,210.54656982421875,12666436004
2021-02-17,210.56903076171875,236.97352600097656,204.24293518066406,236.97352600097656,236.97352600097656,13792789978
2021-02-18,236.94924926757812,238.1966094970703,221.5928955078125,226.8695526123047,226.8695526123047,7889078633
2021-02-19,226.8992919921875,241.16128540039062,220.95677185058594,236.67601013183594,236.67601013183594,7151082978
2021-02-20,236.6549072265625,245.95751953125,216.64166259765625,227.61988830566406,227.61988830566406,8208699025
2021-02-21,227.51962280273438,233.1479949951172,220.98374938964844,227.23135375976562,227.23135375976562,6934669818
2021-02-22,227.22381591796875,227.23480224609375,182.52764892578125,208.10679626464844,208.10679626464844,9523044215
2021-02-23,208.1234130859375,208.3696746826172,159.68467712402344,176.93492126464844,176.93492126464844,10944696472
2021-02-24,176.96676635742188,189.16546630859375,169.78900146484375,181.3784942626953,181.3784942626953,7205360252
2021-02-25,181.3854217529297,204.74383544921875,176.0321502685547,178.90184020996094,178.90184020996094,7327999233
2021-02-26,179.12852478027344,182.0758514404297,163.2482452392578,170.3981475830078,170.3981475830078,7875998386
2021-02-27,170.43142700195312,179.92987060546875,167.90878295898438,172.10044860839844,172.10044860839844,4991079437
2021-02-28,172.10218811035156,172.64617919921875,154.79978942871094,164.9271697998047,164.9271697998047,5945000101
2021-03-01,164.98313903808594,176.35516357421875,163.9664306640625,175.23789978027344,175.23789978027344,4627257694
2021-03-02,175.20968627929688,184.73049926757812,171.1996307373047,177.8724365234375,177.8724365234375,5247274825
2021-03-03,177.974365234375,196.25894165039062,177.3665008544922,188.52566528320312,188.52566528320312,6392122021
2021-03-04,188.45831298828125,194.2318572998047,177.32473754882812,181.07864379882812,181.07864379882812,5488598135
2021-03-05,181.0399627685547,183.10256958007812,169.32713317871094,180.76560974121094,180.76560974121094,4560793618
2021-03-06,180.70632934570312,184.33958435058594,175.39544677734375,182.98190307617188,182.98190307617188,3799599706
2021-03-07,182.99069213867188,191.77023315429688,182.42234802246094,190.7591094970703,190.7591094970703,3541357558
2021-03-08,190.77127075195312,194.6191864013672,180.06842041015625,191.9276885986328,191.9276885986328,4401225306
2021-03-09,191.94004821777344,204.75062561035156,189.41970825195312,203.6378631591797,203.6378631591797,5408294951
2021-03-10,203.64158630371094,207.39239501953125,192.58245849609375,200.51686096191406,200.51686096191406,6296082804
2021-03-11,200.4497528076172,203.16783142089844,191.53683471679688,201.25033569335938,201.25033569335938,4823154653
2021-03-12,201.27366638183594,223.61497497558594,198.95384216308594,220.82940673828125,220.82940673828125,8079722567
2021-03-13,220.86453247070312,229.3739776611328,213.61134338378906,226.5782928466797,226.5782928466797,6378541696
2021-03-14,226.50550842285156,227.8301239013672,215.2960968017578,215.2960968017578,215.2960968017578,4537627844
2021-03-15,215.22727966308594,221.6864013671875,198.75254821777344,201.26461791992188,201.26461791992188,6186375403
2021-03-16,201.1912078857422,204.86439514160156,192.19180297851562,201.04063415527344,201.04063415527344,5270029739
2021-03-17,201.0641632080078,206.2874298095703,195.02586364746094,206.06793212890625,206.06793212890625,4362001168
2021-03-18,206.03314208984375,208.09637451171875,200.10302734375,200.5373077392578,200.5373077392578,3719561575
2021-03-19,200.4992218017578,205.34371948242188,196.9537811279297,201.063720703125,201.063720703125,2807932048
2021-03-20,201.0334014892578,206.6977081298828,200.1773681640625,200.80642700195312,200.80642700195312,2529075165
2021-03-21,200.8138427734375,202.84861755371094,193.4961395263672,196.42774963378906,196.42774963378906,2758761604
2021-03-22,196.42990112304688,198.90126037597656,186.6174774169922,187.0778350830078,187.0778350830078,3115325434
2021-03-23,187.06910705566406,189.95790100097656,182.69422912597656,187.3939666748047,187.3939666748047,3047428308
2021-03-24,187.33908081054688,197.33694458007812,175.8431396484375,177.6549530029297,177.6549530029297,4051272249
2021-03-25,177.58641052246094,179.12672424316406,169.63616943359375,173.06118774414062,173.06118774414062,3429325350
2021-03-26,173.02218627929688,184.43907165527344,172.74221801757812,184.27867126464844,184.27867126464844,3109769980
2021-03-27,184.2672882080078,186.5439453125,179.1182098388672,184.8304443359375,184.8304443359375,2408040965
2021-03-28,184.82435607910156,187.74563598632812,181.67015075683594,185.0284881591797,185.0284881591797,2162823815
2021-03-29,185.01560974121094,197.4888916015625,183.47500610351562,194.4747772216797,194.4747772216797,3353971422
2021-03-30,194.4708251953125,200.12115478515625,191.15234375,196.68209838867188,196.68209838867188,3604665752
2021-03-31,196.68894958496094,199.28268432617188,189.4910125732422,197.4990997314453,197.4990997314453,3416343750
2021-04-01,197.5243682861328,205.4669952392578,195.9429931640625,204.11251831054688,204.11251831054688,3871809467
2021-04-02,204.05361938476562,214.403564453125,202.50856018066406,213.2283935546875,213.2283935546875,4095228243
2021-04-03,213.1597442626953,218.240234375,197.14620971679688,197.14820861816406,197.14820861816406,4020429578
2021-04-04,197.10977172851562,206.21987915039062,195.53404235839844,204.04290771484375,204.04290771484375,2866830149
2021-04-05,204.0477752685547,225.40084838867188,200.92845153808594,221.0690460205078,221.0690460205078,4789647554
2021-04-06,221.61463928222656,244.51747131347656,217.63345336914062,237.66490173339844,237.66490173339844,9267495720
2021-04-07,237.5615692138672,243.15127563476562,212.22665405273438,219.42367553710938,219.42367553710938,8711169124
2021-04-08,219.84661865234375,228.35366821289062,218.0843963623047,227.00302124023438,227.00302124023438,4532286410
2021-04-09,227.0221710205078,228.96714782714844,220.10940551757812,221.86236572265625,221.86236572265625,3137324847
2021-04-10,221.7160186767578,255.6759796142578,220.2007293701172,255.6201934814453,255.6201934814453,6686630635
2021-04-11,256.92132568359375,264.5142822265625,246.41282653808594,253.63446044921875,253.63446044921875,6786514965
2021-04-12,253.17601013183594,258.59661865234375,241.10438537597656,244.49436950683594,244.49436950683594,5220366581
2021-04-13,244.71218872070312,273.2527160644531,244.67002868652344,266.9814758300781,266.9814758300781,6908471654
2021-04-14,267.23248291015625,282.6783142089844,256.7626647949219,279.7484130859375,279.7484130859375,8215124752
2021-04-15,279.3411560058594,290.79052734375,267.177734375,286.5906066894531,286.5906066894531,6470712244
2021-04-16,286.2806701660156,316.9685974121094,267.47308349609375,310.61273193359375,310.61273193359375,11850832933
2021-04-17,309.556640625,335.0245361328125,300.6131286621094,304.7599182128906,304.7599182128906,13254117896
2021-04-18,304.64703369140625,307.30426025390625,238.33741760253906,273.09881591796875,273.09881591796875,13129808269
2021-04-19,273.6451416015625,281.3525390625,251.5144805908203,261.9192199707031,261.9192199707031,9384818110
2021-04-20,261.2803039550781,272.5924377441406,235.67340087890625,260.94134521484375,260.94134521484375,9446199109
2021-04-21,261.0679016113281,276.31024169921875,251.68423461914062,258.80560302734375,258.80560302734375,7698253801
2021-04-22,258.0594177246094,289.3291931152344,241.3014373779297,253.07835388183594,253.07835388183594,9862940091
2021-04-23,253.10479736328125,256.65618896484375,212.02816772460938,241.35877990722656,241.35877990722656,9252716255
2021-04-24,241.45779418945312,241.45779418945312,221.28370666503906,224.8357696533203,224.8357696533203,4567973779
2021-04-25,224.92184448242188,235.20606994628906,212.28683471679688,223.6328582763672,223.6328582763672,3703413398
2021-04-26,223.9871368408203,247.9586944580078,221.91038513183594,247.4059295654297,247.4059295654297,4935577761
2021-04-27,247.57827758789062,262.6161193847656,243.99539184570312,259.65228271484375,259.65228271484375,4605576124
2021-04-28,259.79095458984375,266.3074951171875,248.5077362060547,258.5051574707031,258.5051574707031,4235575377
2021-04-29,258.5769958496094,262.5469665527344,249.2930450439453,255.58526611328125,255.58526611328125,3555940124
2021-04-30,255.45057678222656,273.2450256347656,252.8878173828125,271.1670837402344,271.1670837402344,3898872713
2021-05-01,271.1426696777344,278.21942138671875,266.63140869140625,276.8335266113281,276.8335266113281,3611805752
2021-05-02,276.9604187011719,277.48345947265625,265.3357238769531,269.1043701171875,269.1043701171875,3118501264
2021-05-03,269.00830078125,299.300537109375,268.7289733886719,294.7040100097656,294.7040100097656,5172505234
2021-05-04,294.7742614746094,326.888671875,275.4649658203125,306.2344970703125,306.2344970703125,11541253990
2021-05-05,305.1773986816406,359.5001525878906,301.4515686035156,356.0370788574219,356.0370788574219,13183539068
2021-05-06,356.0221252441406,364.5176086425781,323.7054443359375,353.5103454589844,353.5103454589844,10441211171
2021-05-07,354.5068359375,372.2654113769531,333.99517822265625,346.2535705566406,346.2535705566406,11094872192
2021-05-08,345.296875,356.0328674316406,334.97576904296875,346.3687438964844,346.3687438964844,6775459938
2021-05-09,347.09002685546875,388.2327880859375,335.1734619140625,386.4507751464844,386.4507751464844,9835832552
2021-05-10,387.8691711425781,412.96014404296875,339.1389465332031,359.3293151855469,359.3293151855469,13240769672
2021-05-11,359.2580871582031,378.859130859375,345.298828125,377.3887939453125,377.3887939453125,8798204078
2021-05-12,377.6705322265625,393.1324768066406,303.0848693847656,303.0848693847656,303.0848693847656,8782996412
2021-05-13,310.1023864746094,332.0284729003906,292.2806701660156,316.9093322753906,316.9093322753906,9777636796
2021-05-14,317.5172119140625,338.0980529785156,308.7076721191406,326.2338562011719,326.2338562011719,6413801038
2021-05-15,326.3979187011719,331.5926208496094,297.5908508300781,299.77252197265625,299.77252197265625,5642887118
2021-05-16,299.8179626464844,323.7637939453125,280.37066650390625,296.6270446777344,296.6270446777344,5522282426
2021-05-17,296.0924377441406,296.4105529785156,262.739990234375,281.7693176269531,281.7693176269531,6426443389
2021-05-18,281.10333251953125,318.0450744628906,279.4114685058594,294.61932373046875,294.61932373046875,7572089848
2021-05-19,294.6055908203125,299.84759521484375,151.1724395751953,189.52017211914062,189.52017211914062,11449368854
2021-05-20,186.86627197265625,224.84767150878906,167.64004516601562,212.27613830566406,212.27613830566406,8294595618
2021-05-21,210.93597412109375,219.23480224609375,157.61199951171875,180.19703674316406,180.19703674316406,6827729891
2021-05-22,180.5387420654297,184.3743133544922,163.06649780273438,169.5945587158203,169.5945587158203,5184597505
2021-05-23,169.68450927734375,176.4557342529297,118.64244079589844,143.5193634033203,143.5193634033203,6847843143
2021-05-24,142.80264282226562,184.1439971923828,140.40377807617188,183.99412536621094,183.99412536621094,5615445186
2021-05-25,185.03749084472656,194.12405395507812,168.41075134277344,183.49789428710938,183.49789428710938,5221949811
2021-05-26,183.976318359375,204.08950805664062,180.01719665527344,199.22433471679688,199.22433471679688,4409113332
2021-05-27,199.2351837158203,208.4635009765625,181.08734130859375,193.12109375,193.12109375,4104509375
2021-05-28,193.99053955078125,198.48675537109375,166.2047576904297,177.32066345214844,177.32066345214844,4842770593
2021-05-29,177.3782196044922,188.60699462890625,158.0443878173828,163.80810546875,163.80810546875,4442221955
2021-05-30,163.80166625976562,180.2601776123047,156.3244171142578,170.9782257080078,170.9782257080078,3015850344
2021-05-31,170.66888427734375,188.15899658203125,164.00938415527344,188.03367614746094,188.03367614746094,3347105582
2021-06-01,188.1175537109375,193.0040283203125,176.29721069335938,182.98069763183594,182.98069763183594,2965166592
2021-06-02,183.00299072265625,191.24441528320312,178.66116333007812,187.26397705078125,187.26397705078125,2808932742
2021-06-03,187.4100799560547,197.6842803955078,182.46522521972656,193.086181640625,193.086181640625,2854571398
2021-06-04,193.54904174804688,193.54904174804688,170.01918029785156,178.87200927734375,178.87200927734375,3123327190
2021-06-05,178.7062225341797,185.43394470214844,168.1190948486328,173.02871704101562,173.02871704101562,2626658227
2021-06-06,173.1466522216797,180.02162170410156,172.51512145996094,176.63943481445312,176.63943481445312,2250385468
2021-06-07,176.539306640625,182.23959350585938,161.0727996826172,161.73280334472656,161.73280334472656,2497621711
2021-06-08,162.04898071289062,164.47744750976562,145.66819763183594,161.16107177734375,161.16107177734375,3333355082
2021-06-09,160.8913116455078,173.04527282714844,152.84213256835938,172.13865661621094,172.13865661621094,3251347235
2021-06-10,172.47857666015625,174.52015686035156,162.9648895263672,168.20306396484375,168.20306396484375,2639779895
2021-06-11,168.2439727783203,173.48854064941406,160.8946990966797,162.88052368164062,162.88052368164062,2518234370
2021-06-12,162.97703552246094,164.25701904296875,154.3889923095703,162.01486206054688,162.01486206054688,2207409008
2021-06-13,161.9825897216797,171.51971435546875,156.96461486816406,170.93087768554688,170.93087768554688,2041213335
2021-06-14,170.85440063476562,180.00091552734375,166.6953887939453,172.9490966796875,172.9490966796875,1960141206
2021-06-15,178.63372802734375,181.04803466796875,172.44073486328125,178.659423828125,178.659423828125,2459814443
2021-06-16,175.3293914794922,177.2010040283203,164.9956817626953,166.4589385986328,166.4589385986328,2211208641
2021-06-17,166.6033172607422,173.25112915039062,163.58920288085938,167.05569458007812,167.05569458007812,2010202177
2021-06-18,167.23403930664062,167.37890625,152.0054931640625,156.3556365966797,156.3556365966797,2163514007
2021-06-19,156.55419921875,160.82736206054688,152.93783569335938,153.2954559326172,153.2954559326172,1718599931
2021-06-20,153.0144500732422,156.2391815185547,144.31533813476562,155.09259033203125,155.09259033203125,1958671063
2021-06-21,154.97198486328125,155.49322509765625,124.249267578125,124.78646087646484,124.78646087646484,2929287425
2021-06-22,124.59527587890625,132.62332153320312,105.56629180908203,119.6026840209961,119.6026840209961,3728601207
2021-06-23,119.67530822753906,133.59461975097656,115.95838165283203,128.67498779296875,128.67498779296875,2863227875
2021-06-24,129.06080627441406,137.175537109375,123.95979309082031,134.48460388183594,134.48460388183594,1897169523
2021-06-25,134.59622192382812,138.11972045898438,124.58116912841797,125.687744140625,125.687744140625,1912813174
2021-06-26,125.3934326171875,129.3040771484375,119.02980041503906,126.65725708007812,126.65725708007812,2064657166
2021-06-27,126.89379119873047,132.47605895996094,125.09052276611328,132.34788513183594,132.34788513183594,1804264433
2021-06-28,132.5926971435547,139.47433471679688,130.3041534423828,137.370849609375,137.370849609375,1877529989
2021-06-29,137.61309814453125,149.09628295898438,137.42349243164062,143.70291137695312,143.70291137695312,2182136698
2021-06-30,144.05044555664062,146.67156982421875,136.4293212890625,144.13583374023438,144.13583374023438,1889869747
2021-07-01,144.1366424560547,144.1366424560547,134.40602111816406,137.57752990722656,137.57752990722656,1681324823
2021-07-02,137.2992706298828,138.78770446777344,130.9354705810547,136.94369506835938,136.94369506835938,1418980649
2021-07-03,136.9305877685547,141.35601806640625,134.94528198242188,140.27969360351562,140.27969360351562,1236493834
2021-07-04,140.3179931640625,147.8360595703125,137.09642028808594,144.90585327148438,144.90585327148438,1431656519
2021-07-05,144.84933471679688,144.84933471679688,134.96026611328125,138.0732421875,138.0732421875,1338245545
2021-07-06,137.95167541503906,142.7035675048828,135.92483520507812,138.9856414794922,138.9856414794922,1504907480
2021-07-07,138.9601593017578,142.90057373046875,137.18386840820312,137.3712158203125,137.3712158203125,1594183502
2021-07-08,137.5182647705078,137.67222595214844,128.44664001464844,132.30850219726562,132.30850219726562,1654154836
2021-07-09,132.1701202392578,135.73353576660156,126.36164855957031,134.57159423828125,134.57159423828125,1578256301
2021-07-10,134.65133666992188,136.7248077392578,130.92250061035156,133.98728942871094,133.98728942871094,1301165252
2021-07-11,133.98126220703125,136.4457244873047,132.24530029296875,134.24583435058594,134.24583435058594,1267259648
2021-07-12,134.29124450683594,139.66526794433594,132.155029296875,133.5381317138672,133.5381317138672,1658972857
2021-07-13,133.48373413085938,134.52394104003906,129.7334442138672,131.32180786132812,131.32180786132812,1326935445
2021-07-14,131.39901733398438,132.31178283691406,124.23351287841797,131.06260681152344,131.06260681152344,1509497526
2021-07-15,131.13238525390625,133.01707458496094,122.33609771728516,125.49156188964844,125.49156188964844,1512389053
2021-07-16,125.62896728515625,127.78345489501953,120.7690658569336,121.04105377197266,121.04105377197266,1434977465
2021-07-17,120.94344329833984,122.89361572265625,118.07868194580078,120.0270767211914,120.0270767211914,1380666904
2021-07-18,120.080810546875,123.98239135742188,117.39049530029297,119.51201629638672,119.51201629638672,1339676386
2021-07-19,119.38440704345703,120.73291015625,111.98568725585938,113.16480255126953,113.16480255126953,1252109735
2021-07-20,113.24037170410156,114.93824768066406,104.32588958740234,107.39948272705078,107.39948272705078,1447927552
2021-07-21,107.33421325683594,118.8583755493164,105.37126922607422,117.45989227294922,117.45989227294922,1535044626
2021-07-22,117.63249969482422,121.90778350830078,115.81658935546875,120.73579406738281,120.73579406738281,1244645331
2021-07-23,120.74201202392578,124.46802520751953,117.28687286376953,124.2494125366211,124.2494125366211,1105582289
2021-07-24,124.21847534179688,127.74347686767578,123.61669158935547,126.18867492675781,126.18867492675781,1149988053
2021-07-25,126.11593627929688,128.01429748535156,123.86831665039062,127.59797668457031,127.59797668457031,1152966295
2021-07-26,127.65141296386719,140.26858520507812,127.19208526611328,131.36248779296875,131.36248779296875,2122247682
2021-07-27,131.23289489746094,134.9468536376953,127.62014770507812,134.6178741455078,134.6178741455078,1709997405
2021-07-28,134.7672119140625,141.8950958251953,132.92088317871094,139.83660888671875,139.83660888671875,1844085027
2021-07-29,140.29916381835938,142.80491638183594,137.14625549316406,141.3212890625,141.3212890625,1579482162
2021-07-30,141.47171020507812,145.79518127441406,136.22012329101562,145.7750244140625,145.7750244140625,1614166297
2021-07-31,145.654296875,146.59869384765625,142.05093383789062,144.93321228027344,144.93321228027344,1337306944
2021-08-01,144.50985717773438,149.69740295410156,138.77186584472656,140.73553466796875,140.73553466796875,1520253711
2021-08-02,140.5424346923828,145.86026000976562,139.091552734375,141.50550842285156,141.50550842285156,1446142148
2021-08-03,141.468505859375,143.14199829101562,136.130859375,138.2908477783203,138.2908477783203,1337812400
2021-08-04,138.48631286621094,144.43251037597656,135.9945526123047,142.623046875,142.623046875,1391008967
2021-08-05,142.62791442871094,145.00405883789062,136.4845733642578,143.43597412109375,143.43597412109375,1601656842
2021-08-06,143.54800415039062,150.55557250976562,142.0043182373047,147.8009490966797,147.8009490966797,1830070393
2021-08-07,147.8987579345703,156.3384246826172,147.3045196533203,155.86477661132812,155.86477661132812,2107022706
2021-08-08,155.95895385742188,157.43844604492188,147.36541748046875,149.8477325439453,149.8477325439453,1780747563
2021-08-09,149.81851196289062,170.38600158691406,145.44422912597656,166.516357421875,166.516357421875,2544061454
2021-08-10,166.4677276611328,168.17385864257812,159.07925415039062,165.46041870117188,165.46041870117188,2379906344
2021-08-11,165.40869140625,176.01881408691406,164.40505981445312,170.93594360351562,170.93594360351562,2419719473
2021-08-12,170.87928771972656,179.57052612304688,161.1070556640625,165.1310272216797,165.1310272216797,2386820701
2021-08-13,165.51177978515625,184.30398559570312,164.28289794921875,183.2860870361328,183.2860870361328,2604958786
2021-08-14,183.3824005126953,184.938720703125,175.77862548828125,182.71127319335938,182.71127319335938,2425228534
2021-08-15,182.9389190673828,186.36778259277344,175.61293029785156,184.904296875,184.904296875,2463135987
2021-08-16,184.7760009765625,188.8373565673828,176.99046325683594,178.8544921875,178.8544921875,2512505149
2021-08-17,178.15264892578125,184.22093200683594,168.340576171875,168.84263610839844,168.84263610839844,2207382233
2021-08-18,168.67343139648438,174.30966186523438,163.58016967773438,167.3966064453125,167.3966064453125,1933140312
2021-08-19,167.04376220703125,175.54293823242188,162.9866943359375,175.493408203125,175.493408203125,1886756817
2021-08-20,175.4324951171875,184.08155822753906,174.3670196533203,183.62852478027344,183.62852478027344,1821956870
2021-08-21,183.65145874023438,184.413818359375,177.05250549316406,179.73614501953125,179.73614501953125,1735474978
2021-08-22,179.90740966796875,189.5882568359375,179.1482696533203,186.31309509277344,186.31309509277344,2051815458
2021-08-23,186.13238525390625,191.38265991210938,183.9352569580078,187.10643005371094,187.10643005371094,2033355063
2021-08-24,187.30474853515625,188.33013916015625,172.7820281982422,173.57681274414062,173.57681274414062,1968635010
2021-08-25,173.70973205566406,178.9541778564453,169.92413330078125,177.6032257080078,177.6032257080078,1766315141
2021-08-26,177.8907012939453,180.2177276611328,166.03240966796875,168.08558654785156,168.08558654785156,1967737081
2021-08-27,167.98785400390625,175.98440551757812,165.39891052246094,175.98440551757812,175.98440551757812,2747733541
2021-08-28,176.1288299560547,177.00636291503906,171.77511596679688,175.45408630371094,175.45408630371094,2197632103
2021-08-29,175.52719116210938,182.30320739746094,173.50204467773438,174.7042236328125,174.7042236328125,2336929993
2021-08-30,174.6308135986328,176.10398864746094,167.07908630371094,167.42466735839844,167.42466735839844,2322318232
2021-08-31,167.5045928955078,175.23890686035156,166.14059448242188,171.6592254638672,171.6592254638672,2252832552
2021-09-01,171.46517944335938,182.71591186523438,169.01461791992188,180.97216796875,180.97216796875,2807031001
2021-09-02,180.95639038085938,187.88600158691406,179.7144775390625,183.61724853515625,183.61724853515625,2648327451
2021-09-03,183.43487548828125,217.51747131347656,180.1070556640625,212.96597290039062,212.96597290039062,5461104943
2021-09-04,212.96484375,225.11004638671875,208.9357147216797,212.35845947265625,212.35845947265625,4290103830
2021-09-05,211.97352600097656,231.95567321777344,210.74658203125,231.333984375,231.333984375,3796951481
2021-09-06,232.10145568847656,232.10145568847656,216.6732177734375,219.52577209472656,219.52577209472656,3846416196
2021-09-07,219.52459716796875,221.43191528320312,165.84286499023438,178.11439514160156,178.11439514160156,4888577997
2021-09-08,178.07594299316406,188.20123291015625,170.00404357910156,179.72467041015625,179.72467041015625,4614459511
2021-09-09,177.9097442626953,188.45785522460938,177.24061584472656,180.37680053710938,180.37680053710938,2895886861
2021-09-10,180.44834899902344,187.12901306152344,171.5594024658203,174.29603576660156,174.29603576660156,2640894542
2021-09-11,174.30833435058594,185.77748107910156,173.75514221191406,178.68856811523438,178.68856811523438,2374798275
2021-09-12,178.6846160888672,185.93312072753906,175.57394409179688,183.23448181152344,183.23448181152344,2524354411
2021-09-13,183.24244689941406,233.05685424804688,171.38385009765625,179.48394775390625,179.48394775390625,8716460338
2021-09-14,179.5534210205078,187.5938262939453,176.49996948242188,183.13906860351562,183.13906860351562,3674072759
2021-09-15,183.0461883544922,191.49803161621094,180.04246520996094,189.23941040039062,189.23941040039062,2966645617
2021-09-16,189.02932739257812,194.78985595703125,181.85879516601562,185.53807067871094,185.53807067871094,3890293445
2021-09-17,185.39852905273438,190.08932495117188,178.46478271484375,179.68408203125,179.68408203125,3490133355
2021-09-18,179.83258056640625,184.87098693847656,178.50674438476562,181.30886840820312,181.30886840820312,2288894200
2021-09-19,181.24803161621094,181.47645568847656,173.23143005371094,175.7406005859375,175.7406005859375,2265327476
2021-09-20,175.7526092529297,175.9052734375,154.10418701171875,156.46401977539062,156.46401977539062,3091999618
2021-09-21,157.2126922607422,162.0477294921875,145.47476196289062,148.38987731933594,148.38987731933594,2676739911
2021-09-22,148.24111938476562,161.9007568359375,145.7730712890625,161.41200256347656,161.41200256347656,2470322802
2021-09-23,161.49305725097656,164.5155487060547,157.520751953125,163.81834411621094,163.81834411621094,2168287266
2021-09-24,163.8912811279297,165.76832580566406,142.44131469726562,152.2317352294922,152.2317352294922,3002639992
2021-09-25,152.22764587402344,155.52850341796875,149.2789306640625,151.18145751953125,151.18145751953125,2780149595
2021-09-26,151.1856231689453,153.4053497314453,142.54745483398438,150.640869140625,150.640869140625,3285914022
2021-09-27,150.86325073242188,154.82504272460938,145.27651977539062,145.34957885742188,145.34957885742188,2675737537
