Date,BTC_close,ETH_close,LTC_close,SOL_close,AVAX_close,BNB_close
2021-01-01,29374.15234375,730.3675537109375,126.2303466796875,1.842084050178528,3.664823055267334,37.90501022338867
2021-01-02,32127.267578125,774.5349731445312,136.94488525390625,1.799275040626526,3.4949400424957275,38.24159240722656
2021-01-03,32782.0234375,975.5076904296876,160.19058227539062,2.1617519855499268,3.4729440212249756,41.14897918701172
2021-01-04,31971.9140625,1040.2330322265625,154.8073272705078,2.4850969314575195,3.590243101119995,40.92635345458984
2021-01-05,33992.4296875,1100.006103515625,158.5947723388672,2.157217025756836,4.237411975860596,41.73460006713867
2021-01-06,36824.36328125,1207.1121826171875,169.0169219970703,1.929216980934143,4.620357036590576,42.16595458984375
2021-01-07,39371.04296875,1225.6781005859375,169.61595153808594,2.3727450370788574,4.4766130447387695,43.44948959350586
2021-01-08,40797.609375,1224.1971435546875,173.27987670898438,3.2198870182037354,5.797110080718994,42.39531707763672
2021-01-09,40254.546875,1281.0772705078125,177.4839324951172,3.3853819370269775,7.218531131744385,43.93285369873047
2021-01-10,38356.44140625,1262.2467041015625,171.11483764648438,3.466110944747925,6.586495876312256,42.4484748840332
2021-01-11,35566.65625,1090.1453857421875,139.25222778320312,3.1080899238586426,6.494089126586914,38.371360778808594
2021-01-12,33922.9609375,1043.4345703125,132.6359100341797,3.61339807510376,7.782700061798096,38.111610412597656
2021-01-13,37316.359375,1130.7393798828125,147.4213409423828,3.513782024383545,8.466814994812012,40.13593292236328
2021-01-14,39187.328125,1218.4530029296875,152.08457946777344,3.27816390991211,9.26131534576416,41.79368209838867
2021-01-15,36825.3671875,1171.8345947265625,144.237548828125,3.2501609325408936,9.380011558532717,40.91897964477539
2021-01-16,36178.140625,1233.53759765625,144.2654266357422,3.4470551013946533,12.877918243408203,43.17182540893555
2021-01-17,35791.27734375,1230.1722412109375,142.43081665039062,3.81813907623291,13.20268440246582,45.68461227416992
2021-01-18,36630.07421875,1257.279541015625,152.1440887451172,3.7955150604248047,12.701574325561523,45.353172302246094
2021-01-19,36069.8046875,1377.2958984375,153.4874267578125,3.641865968704224,11.790321350097656,42.7855339050293
2021-01-20,35547.75,1382.2740478515625,149.93142700195312,3.723577976226806,12.411564826965332,42.60689926147461
2021-01-21,30825.69921875,1121.5709228515625,130.1334991455078,2.9905359745025635,11.310115814208984,38.64583969116211
2021-01-22,33005.76171875,1236.51220703125,137.27145385742188,3.346229076385498,12.718835830688477,40.85757064819336
2021-01-23,32067.642578125,1230.9906005859375,137.75099182128906,3.5041120052337646,12.877225875854492,40.81547927856445
2021-01-24,32289.37890625,1391.609375,141.47731018066406,3.634411096572876,12.463919639587402,41.88160705566406
2021-01-25,32366.392578125,1324.414794921875,137.44419860839844,3.699980974197388,12.224095344543455,41.62370300292969
2021-01-26,32569.849609375,1357.05810546875,134.75526428222656,4.04734992980957,12.172889709472656,41.69473648071289
2021-01-27,30432.546875,1253.1871337890625,122.94947052001952,3.690587043762207,11.184797286987305,40.994876861572266
2021-01-28,33466.09765625,1332.4921875,133.4869384765625,3.8220720291137695,12.000269889831545,42.52910614013672
2021-01-29,34316.38671875,1382.5228271484375,135.0125732421875,3.8346760272979736,11.621697425842283,42.85234832763672
2021-01-30,34269.5234375,1376.115478515625,133.4000244140625,4.224276065826416,11.984418869018556,44.77227783203125
2021-01-31,33114.359375,1314.9862060546875,129.57081604003906,4.264143943786621,13.516318321228027,44.27599334716797
2021-02-01,33537.17578125,1369.04052734375,131.95193481445312,4.611601829528809,13.22776985168457,51.607696533203125
2021-02-02,35510.2890625,1515.1937255859375,142.50697326660156,5.267508029937744,13.515045166015623,51.05640411376953
2021-02-03,37472.08984375,1660.9095458984375,155.61203002929688,5.71599006652832,14.805048942565918,52.242637634277344
2021-02-04,36926.06640625,1594.7626953125,145.148193359375,6.426064968109131,15.36817741394043,55.92512512207031
2021-02-05,38144.30859375,1718.65087890625,154.8522186279297,6.681719779968262,17.913799285888672,67.84556579589844
2021-02-06,39266.01171875,1677.8468017578125,155.71473693847656,6.110806941986084,17.97602081298828,72.73359680175781
2021-02-07,38903.44140625,1614.227783203125,151.14007568359375,6.700462818145752,24.207178115844727,68.59052276611328
2021-02-08,46196.46484375,1746.6168212890625,167.21905517578125,7.8832502365112305,30.275327682495117,79.83154296875
2021-02-09,46481.10546875,1768.0350341796875,182.11447143554688,7.816792964935303,31.598886489868164,107.89927673339844
2021-02-10,44918.18359375,1744.243408203125,182.1743927001953,9.072214126586914,55.29847717285156,129.73715209960938
2021-02-11,47909.33203125,1783.7979736328125,184.4960021972656,9.215352058410645,47.37031936645508,124.43425750732422
2021-02-12,47504.8515625,1843.5325927734375,197.2317047119141,9.2470121383667,48.65618133544922,136.94839477539062
2021-02-13,47105.515625,1814.10986328125,226.22760009765625,8.732455253601074,43.787147521972656,133.4526824951172
2021-02-14,48717.2890625,1805.0841064453125,214.4302673339844,8.738896369934082,38.57595443725586,136.426513671875
2021-02-15,47945.05859375,1779.791015625,207.68101501464844,8.861739158630371,38.1765022277832,129.56788635253906
2021-02-16,49199.87109375,1781.0675048828125,210.54656982421875,8.297866821289062,36.33607482910156,130.05665588378906
2021-02-17,52149.0078125,1848.458251953125,236.97352600097656,8.222577095031738,37.052146911621094,164.67010498046875
2021-02-18,51679.796875,1937.44921875,226.8695526123047,8.980451583862305,41.01509094238281,195.93263244628903
2021-02-19,55888.1328125,1960.164794921875,236.6760101318359,11.465653419494627,38.75145721435547,332.61602783203125
2021-02-20,56099.51953125,1919.5340576171875,227.6198883056641,10.002663612365724,36.23386764526367,255.9537353515625
2021-02-21,57539.9453125,1935.60107421875,227.2313537597656,11.0855131149292,36.147972106933594,293.923583984375
2021-02-22,54207.3203125,1781.992919921875,208.10679626464844,14.454785346984863,32.279056549072266,267.5097961425781
2021-02-23,48824.42578125,1570.2039794921875,176.93492126464844,15.2015380859375,27.562902450561523,230.99424743652344
2021-02-24,49705.33203125,1626.57568359375,181.3784942626953,17.30270767211914,29.93597984313965,254.359130859375
2021-02-25,47093.8515625,1475.7037353515625,178.90184020996094,13.816014289855955,26.739532470703125,233.88595581054688
2021-02-26,46339.76171875,1446.03369140625,170.3981475830078,13.58794116973877,25.939809799194336,221.6804351806641
